order_id,order_date,season,product_category,items_count,order_amount,channel,neighborhood,density_bucket,is_new_customer
Fa_00588,2024-08-26,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Brookline,medium,True
Fa_00589,2024-08-04,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Somerville,medium,True
Fa_00590,2024-09-10,Fall_2024,mattress,2,380.0,other,Fenway,high,True
Fa_00591,2024-09-23,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,Medford,medium,True
Fa_00592,2024-09-19,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Watertown,medium,True
Fa_00593,2024-10-12,Fall_2024,desk,1,79.0,website,Watertown,medium,True
Fa_00594,2024-10-26,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Fenway,high,False
Fa_00595,2024-10-20,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Fenway,high,True
Fa_00596,2024-09-30,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Dorchester,medium,True
Fa_00597,2024-10-13,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Brighton,high,True
Fa_00598,2024-09-12,Fall_2024,chair,1,69.0,website,Allston,high,True
Fa_00599,2024-09-11,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00600,2024-08-10,Fall_2024,bed_frame,1,60.0,website,East Boston,medium,True
Fa_00601,2024-10-31,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,East Boston,medium,True
Fa_00602,2024-10-05,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00603,2024-09-22,Fall_2024,desk,1,79.0,website,Brighton,high,True
Fa_00604,2024-10-01,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,Fenway,high,False
Fa_00605,2024-08-15,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,Revere,low,False
Fa_00606,2024-08-02,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,True
Fa_00607,2024-08-15,Fall_2024,desk,1,79.0,other,Fenway,high,True
Fa_00608,2024-10-16,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Fenway,high,True
Fa_00609,2024-09-29,Fall_2024,cleaning_set,2,79.98,website,East Boston,medium,False
Fa_00610,2024-09-21,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00611,2024-08-06,Fall_2024,desk,2,158.0,other,Jamaica Plain,medium,True
Fa_00612,2024-10-08,Fall_2024,cleaning_set,1,39.99,website,Brighton,high,False
Fa_00613,2024-09-30,Fall_2024,bed_frame,2,120.0,website,Cambridgeport,high,True
Fa_00614,2024-09-22,Fall_2024,kitchen_set,1,39.99,other,Brookline,medium,True
Fa_00615,2024-08-17,Fall_2024,cleaning_set,1,39.99,website,Brighton,high,True
Fa_00616,2024-08-18,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00617,2024-09-24,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Fenway,high,False
Fa_00618,2024-10-14,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Allston,high,True
Fa_00619,2024-08-24,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00620,2024-08-13,Fall_2024,kitchen_set,2,79.98,website,Revere,low,False
Fa_00621,2024-08-17,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Allston,high,True
Fa_00622,2024-10-13,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Medford,medium,False
Fa_00623,2024-10-11,Fall_2024,mattress,1,190.0,website,Brighton,high,True
Fa_00624,2024-10-22,Fall_2024,kitchen_set,1,39.99,website,Brookline,medium,True
Fa_00625,2024-08-15,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00626,2024-10-28,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00627,2024-09-18,Fall_2024,cleaning_set,3,119.97,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00628,2024-09-19,Fall_2024,kitchen_set,1,39.99,website,Watertown,medium,True
Fa_00629,2024-08-07,Fall_2024,mattress,3,630.0,xiaohongshu_wechat,Allston,high,True
Fa_00630,2024-10-04,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00631,2024-10-26,Fall_2024,kitchen_set,1,39.99,website,Somerville,medium,True
Fa_00632,2024-10-26,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Allston,high,False
Fa_00633,2024-09-20,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Allston,high,True
Fa_00634,2024-08-21,Fall_2024,cleaning_set,3,119.97,xiaohongshu_wechat,Fenway,high,True
Fa_00635,2024-08-16,Fall_2024,desk,3,237.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00636,2024-08-02,Fall_2024,mattress,1,190.0,website,Mission Hill,high,False
Fa_00637,2024-09-11,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00638,2024-09-04,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Allston,high,True
Fa_00639,2024-10-07,Fall_2024,bed_frame,2,60.0,other,Fenway,high,True
Fa_00640,2024-09-27,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Quincy,low,True
Fa_00641,2024-08-14,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Fenway,high,True
Fa_00642,2024-09-02,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Revere,low,True
Fa_00643,2024-10-02,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00644,2024-08-29,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Quincy,low,True
Fa_00645,2024-09-02,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00646,2024-09-05,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Allston,high,True
Fa_00647,2024-08-13,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Mission Hill,high,False
Fa_00648,2024-09-23,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Quincy,low,False
Fa_00649,2024-08-20,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00650,2024-08-08,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00651,2024-08-13,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00652,2024-09-07,Fall_2024,chair,3,207.0,website,Quincy,low,False
Fa_00653,2024-08-13,Fall_2024,mattress,2,380.0,other,Malden,medium,True
Fa_00654,2024-10-24,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Watertown,medium,True
Fa_00655,2024-10-04,Fall_2024,desk,1,79.0,website,Allston,high,True
Fa_00656,2024-08-16,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00657,2024-10-15,Fall_2024,bed_frame,2,90.0,website,Allston,high,False
Fa_00658,2024-08-07,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00659,2024-08-07,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Allston,high,True
Fa_00660,2024-10-24,Fall_2024,mattress,2,380.0,other,Allston,high,True
Fa_00661,2024-09-07,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Fenway,high,False
Fa_00662,2024-10-03,Fall_2024,cleaning_set,1,39.99,other,Malden,medium,False
Fa_00663,2024-09-19,Fall_2024,kitchen_set,1,39.99,website,Fenway,high,True
Fa_00664,2024-09-03,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Watertown,medium,True
Fa_00665,2024-10-02,Fall_2024,kitchen_set,2,79.98,other,Brookline,medium,False
Fa_00666,2024-10-19,Fall_2024,desk,1,79.0,website,Jamaica Plain,medium,True
Fa_00667,2024-10-22,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Somerville,medium,True
Fa_00668,2024-08-29,Fall_2024,kitchen_set,1,39.99,other,Brighton,high,True
Fa_00669,2024-09-04,Fall_2024,cleaning_set,2,79.98,website,Cambridgeport,high,True
Fa_00670,2024-09-24,Fall_2024,bed_frame,1,45.0,website,East Boston,medium,False
Fa_00671,2024-10-30,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Allston,high,False
Fa_00672,2024-10-25,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brookline,medium,True
Fa_00673,2024-09-11,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Watertown,medium,True
Fa_00674,2024-09-12,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Brighton,high,False
Fa_00675,2024-10-12,Fall_2024,desk,2,158.0,website,Fenway,high,False
Fa_00676,2024-10-05,Fall_2024,desk,2,158.0,other,Mission Hill,high,True
Fa_00677,2024-09-06,Fall_2024,desk,2,158.0,other,Brighton,high,False
Fa_00678,2024-10-17,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Allston,high,True
Fa_00679,2024-08-13,Fall_2024,desk,1,79.0,other,Quincy,low,True
Fa_00680,2024-09-02,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Brookline,medium,True
Fa_00681,2024-08-01,Fall_2024,mattress,1,190.0,website,Allston,high,True
Fa_00682,2024-09-22,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00683,2024-08-07,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00684,2024-10-22,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Fenway,high,True
Fa_00685,2024-10-06,Fall_2024,desk,1,79.0,other,Brighton,high,True
Fa_00686,2024-09-18,Fall_2024,chair,3,207.0,website,Revere,low,True
Fa_00687,2024-08-17,Fall_2024,desk,2,158.0,website,Malden,medium,True
Fa_00688,2024-08-02,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Quincy,low,True
Fa_00689,2024-09-09,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Dorchester,medium,True
Fa_00690,2024-08-27,Fall_2024,kitchen_set,1,39.99,website,Brighton,high,True
Fa_00691,2024-09-09,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,East Boston,medium,True
Fa_00692,2024-08-13,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Mission Hill,high,False
Fa_00693,2024-09-08,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Allston,high,True
Fa_00694,2024-10-07,Fall_2024,chair,1,69.0,website,Brookline,medium,False
Fa_00695,2024-08-04,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,False
Fa_00696,2024-10-27,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00697,2024-09-25,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Watertown,medium,True
Fa_00698,2024-08-23,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Allston,high,True
Fa_00699,2024-10-27,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Fenway,high,True
Fa_00700,2024-08-18,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Medford,medium,True
Fa_00701,2024-08-29,Fall_2024,bed_frame,3,90.0,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00702,2024-10-28,Fall_2024,bed_frame,2,90.0,xiaohongshu_wechat,Fenway,high,True
Fa_00703,2024-09-18,Fall_2024,mattress,3,630.0,xiaohongshu_wechat,Brighton,high,True
Fa_00704,2024-10-02,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Malden,medium,True
Fa_00705,2024-09-21,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Dorchester,medium,False
Fa_00706,2024-09-15,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Brookline,medium,True
Fa_00707,2024-10-12,Fall_2024,desk,1,79.0,other,Brighton,high,False
Fa_00708,2024-08-07,Fall_2024,mattress,2,420.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00709,2024-10-07,Fall_2024,desk,3,237.0,xiaohongshu_wechat,Fenway,high,False
Fa_00710,2024-09-01,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Malden,medium,True
Fa_00711,2024-08-17,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00712,2024-09-22,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Brighton,high,True
Fa_00713,2024-08-30,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Allston,high,True
Fa_00714,2024-08-09,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Fenway,high,True
Fa_00715,2024-09-18,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,East Boston,medium,False
Fa_00716,2024-09-26,Fall_2024,desk,3,237.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00717,2024-08-29,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Watertown,medium,False
Fa_00718,2024-08-03,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brookline,medium,False
Fa_00719,2024-10-01,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00720,2024-08-18,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Fenway,high,True
Fa_00721,2024-10-22,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Allston,high,False
Fa_00722,2024-08-29,Fall_2024,mattress,1,190.0,other,Dorchester,medium,False
Fa_00723,2024-08-07,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Brighton,high,False
Fa_00724,2024-10-25,Fall_2024,mattress,2,420.0,website,Allston,high,True
Fa_00725,2024-08-24,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Fenway,high,False
Fa_00726,2024-09-04,Fall_2024,mattress,3,570.0,xiaohongshu_wechat,Dorchester,medium,False
Fa_00727,2024-08-18,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00728,2024-08-30,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brookline,medium,True
Fa_00729,2024-09-19,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00730,2024-09-10,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00731,2024-08-20,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00732,2024-08-14,Fall_2024,chair,1,69.0,other,Fenway,high,True
Fa_00733,2024-10-08,Fall_2024,kitchen_set,2,79.98,other,Dorchester,medium,True
Fa_00734,2024-10-31,Fall_2024,chair,2,138.0,website,Allston,high,True
Fa_00735,2024-08-27,Fall_2024,kitchen_set,3,119.97,website,Cambridgeport,high,True
Fa_00736,2024-09-07,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00737,2024-10-13,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,False
Fa_00738,2024-08-06,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Malden,medium,False
Fa_00739,2024-08-11,Fall_2024,chair,2,138.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00740,2024-09-01,Fall_2024,cleaning_set,1,39.99,website,Revere,low,False
Fa_00741,2024-08-06,Fall_2024,mattress,1,190.0,other,Fenway,high,False
Fa_00742,2024-09-23,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Somerville,medium,True
Fa_00743,2024-09-12,Fall_2024,bed_frame,1,30.0,website,Allston,high,True
Fa_00744,2024-09-11,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00745,2024-10-27,Fall_2024,bed_frame,2,60.0,xiaohongshu_wechat,Brighton,high,True
Fa_00746,2024-10-25,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00747,2024-09-04,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Fenway,high,False
Fa_00748,2024-08-11,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00749,2024-08-15,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Fenway,high,True
Fa_00750,2024-08-13,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00751,2024-08-14,Fall_2024,chair,1,69.0,website,Fenway,high,True
Fa_00752,2024-09-07,Fall_2024,kitchen_set,2,79.98,website,Medford,medium,False
Fa_00753,2024-08-02,Fall_2024,kitchen_set,2,79.98,other,Mission Hill,high,False
Fa_00754,2024-10-14,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Medford,medium,False
Fa_00755,2024-10-27,Fall_2024,desk,1,79.0,other,Medford,medium,False
Fa_00756,2024-08-31,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00757,2024-09-28,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Brighton,high,True
Fa_00758,2024-08-17,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Medford,medium,False
Fa_00759,2024-09-07,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,East Boston,medium,False
Fa_00760,2024-09-07,Fall_2024,mattress,3,570.0,xiaohongshu_wechat,Mission Hill,high,False
Fa_00761,2024-09-19,Fall_2024,cleaning_set,2,79.98,website,Cambridgeport,high,True
Fa_00762,2024-08-20,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,East Boston,medium,True
Fa_00763,2024-08-25,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Allston,high,False
Fa_00764,2024-10-04,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Allston,high,True
Fa_00765,2024-10-04,Fall_2024,bed_frame,3,180.0,xiaohongshu_wechat,Medford,medium,True
Fa_00766,2024-10-18,Fall_2024,cleaning_set,2,79.98,other,Watertown,medium,False
Fa_00767,2024-10-26,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Brighton,high,True
Fa_00768,2024-09-09,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Mission Hill,high,False
Fa_00769,2024-10-27,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Cambridgeport,high,False
Fa_00770,2024-10-04,Fall_2024,mattress,1,210.0,website,Allston,high,True
Fa_00771,2024-10-04,Fall_2024,bed_frame,2,90.0,xiaohongshu_wechat,Revere,low,True
Fa_00772,2024-09-26,Fall_2024,cleaning_set,2,79.98,website,Allston,high,True
Fa_00773,2024-08-21,Fall_2024,chair,2,138.0,website,Fenway,high,True
Fa_00774,2024-10-28,Fall_2024,kitchen_set,1,39.99,website,Quincy,low,True
Fa_00775,2024-09-20,Fall_2024,kitchen_set,1,39.99,website,Allston,high,False
Fa_00776,2024-09-06,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00777,2024-10-25,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Revere,low,True
Fa_00778,2024-10-18,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Fenway,high,False
Fa_00779,2024-10-13,Fall_2024,mattress,3,630.0,xiaohongshu_wechat,Mission Hill,high,False
Fa_00780,2024-08-30,Fall_2024,cleaning_set,1,39.99,other,Cambridgeport,high,True
Fa_00781,2024-10-02,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Medford,medium,True
Fa_00782,2024-10-04,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00783,2024-08-11,Fall_2024,kitchen_set,2,79.98,other,Mission Hill,high,True
Fa_00784,2024-09-10,Fall_2024,desk,1,79.0,website,Quincy,low,True
Fa_00785,2024-10-09,Fall_2024,kitchen_set,3,119.97,xiaohongshu_wechat,Mission Hill,high,True
Fa_00786,2024-09-21,Fall_2024,chair,2,138.0,website,Mission Hill,high,True
Fa_00787,2024-08-03,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Fenway,high,False
Fa_00788,2024-10-09,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Brighton,high,True
Fa_00789,2024-09-26,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Watertown,medium,False
Fa_00790,2024-09-22,Fall_2024,mattress,3,570.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00791,2024-08-04,Fall_2024,mattress,1,190.0,website,Cambridgeport,high,False
Fa_00792,2024-08-23,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00793,2024-10-31,Fall_2024,bed_frame,1,45.0,website,Revere,low,True
Fa_00794,2024-10-29,Fall_2024,desk,2,158.0,website,Allston,high,True
Fa_00795,2024-10-09,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Dorchester,medium,False
Fa_00796,2024-09-16,Fall_2024,cleaning_set,3,119.97,xiaohongshu_wechat,Fenway,high,True
Fa_00797,2024-08-03,Fall_2024,mattress,3,630.0,website,Jamaica Plain,medium,True
Fa_00798,2024-10-07,Fall_2024,bed_frame,2,90.0,xiaohongshu_wechat,Allston,high,True
Fa_00799,2024-10-03,Fall_2024,mattress,2,380.0,other,Somerville,medium,True
Fa_00800,2024-09-22,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Somerville,medium,True
Fa_00801,2024-09-18,Fall_2024,desk,1,79.0,website,Allston,high,True
Fa_00802,2024-08-24,Fall_2024,bed_frame,2,120.0,xiaohongshu_wechat,Fenway,high,True
Fa_00803,2024-08-23,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Somerville,medium,False
Fa_00804,2024-10-09,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00805,2024-08-11,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00806,2024-09-27,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Dorchester,medium,True
Fa_00807,2024-08-02,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00808,2024-08-15,Fall_2024,mattress,3,630.0,xiaohongshu_wechat,Fenway,high,True
Fa_00809,2024-09-23,Fall_2024,cleaning_set,2,79.98,other,Fenway,high,False
Fa_00810,2024-09-15,Fall_2024,bed_frame,3,90.0,other,Brighton,high,True
Fa_00811,2024-08-31,Fall_2024,cleaning_set,2,79.98,other,Fenway,high,False
Fa_00812,2024-10-21,Fall_2024,cleaning_set,1,39.99,other,Revere,low,True
Fa_00813,2024-09-11,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Brighton,high,False
Fa_00814,2024-10-14,Fall_2024,bed_frame,1,60.0,website,Allston,high,True
Fa_00815,2024-08-21,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Revere,low,True
Fa_00816,2024-08-29,Fall_2024,kitchen_set,2,79.98,other,Malden,medium,True
Fa_00817,2024-09-09,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Fenway,high,False
Fa_00818,2024-08-29,Fall_2024,cleaning_set,1,39.99,other,Allston,high,False
Fa_00819,2024-08-01,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Medford,medium,True
Fa_00820,2024-08-30,Fall_2024,chair,1,69.0,xiaohongshu_wechat,Fenway,high,False
Fa_00821,2024-09-11,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Brighton,high,False
Fa_00822,2024-09-12,Fall_2024,bed_frame,1,45.0,xiaohongshu_wechat,Jamaica Plain,medium,True
Fa_00823,2024-09-15,Fall_2024,chair,3,207.0,xiaohongshu_wechat,Malden,medium,True
Fa_00824,2024-08-01,Fall_2024,bed_frame,1,30.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00825,2024-10-02,Fall_2024,bed_frame,2,90.0,xiaohongshu_wechat,Fenway,high,True
Fa_00826,2024-08-11,Fall_2024,mattress,2,420.0,website,Brighton,high,False
Fa_00827,2024-09-30,Fall_2024,kitchen_set,2,79.98,website,Mission Hill,high,True
Fa_00828,2024-10-29,Fall_2024,mattress,2,380.0,other,Mission Hill,high,False
Fa_00829,2024-08-15,Fall_2024,chair,2,138.0,xiaohongshu_wechat,Somerville,medium,True
Fa_00830,2024-09-14,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Fenway,high,False
Fa_00831,2024-09-13,Fall_2024,mattress,1,210.0,other,Fenway,high,False
Fa_00832,2024-10-17,Fall_2024,cleaning_set,1,39.99,website,Watertown,medium,True
Fa_00833,2024-09-06,Fall_2024,cleaning_set,1,39.99,other,Brighton,high,True
Fa_00834,2024-08-04,Fall_2024,chair,1,69.0,website,Revere,low,True
Fa_00835,2024-10-22,Fall_2024,mattress,2,380.0,other,Fenway,high,False
Fa_00836,2024-09-13,Fall_2024,cleaning_set,1,39.99,other,Allston,high,True
Fa_00837,2024-08-24,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Medford,medium,True
Fa_00838,2024-09-17,Fall_2024,bed_frame,1,45.0,website,Fenway,high,True
Fa_00839,2024-10-25,Fall_2024,mattress,3,570.0,xiaohongshu_wechat,Brighton,high,True
Fa_00840,2024-09-26,Fall_2024,cleaning_set,1,39.99,xiaohongshu_wechat,Mission Hill,high,False
Fa_00841,2024-08-11,Fall_2024,bed_frame,2,60.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00842,2024-08-17,Fall_2024,kitchen_set,2,79.98,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00843,2024-10-17,Fall_2024,kitchen_set,2,79.98,other,Fenway,high,True
Fa_00844,2024-09-11,Fall_2024,mattress,1,210.0,xiaohongshu_wechat,Brighton,high,True
Fa_00845,2024-10-12,Fall_2024,cleaning_set,1,39.99,other,Somerville,medium,True
Fa_00846,2024-10-16,Fall_2024,desk,1,79.0,website,Allston,high,True
Fa_00847,2024-10-15,Fall_2024,chair,1,69.0,website,Fenway,high,True
Fa_00848,2024-09-16,Fall_2024,kitchen_set,3,119.97,website,Malden,medium,True
Fa_00849,2024-10-21,Fall_2024,kitchen_set,1,39.99,website,Mission Hill,high,False
Fa_00850,2024-08-25,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Watertown,medium,True
Fa_00851,2024-10-02,Fall_2024,chair,1,69.0,xiaohongshu_wechat,East Boston,medium,True
Fa_00852,2024-08-06,Fall_2024,cleaning_set,2,79.98,xiaohongshu_wechat,Allston,high,False
Fa_00853,2024-10-26,Fall_2024,cleaning_set,3,119.97,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00854,2024-09-14,Fall_2024,bed_frame,1,60.0,other,Allston,high,False
Fa_00855,2024-10-11,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,Brighton,high,True
Fa_00856,2024-10-04,Fall_2024,mattress,1,210.0,website,Revere,low,False
Fa_00857,2024-09-07,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00858,2024-10-18,Fall_2024,desk,1,79.0,xiaohongshu_wechat,Medford,medium,True
Fa_00859,2024-10-28,Fall_2024,mattress,1,190.0,xiaohongshu_wechat,Mission Hill,high,True
Fa_00860,2024-10-18,Fall_2024,bed_frame,1,60.0,xiaohongshu_wechat,Cambridgeport,high,True
Fa_00861,2024-10-09,Fall_2024,kitchen_set,1,39.99,xiaohongshu_wechat,Brighton,high,True
Fa_00862,2024-08-23,Fall_2024,mattress,2,380.0,xiaohongshu_wechat,Brighton,high,True
Fa_00863,2024-10-25,Fall_2024,desk,2,158.0,xiaohongshu_wechat,Cambridgeport,high,True
